"","USEquity_allocation","USEquity_selection","USEquity_interaction","USEquity_total","Em.Mkt_allocation","Em.Mkt_selection","Em.Mkt_interaction","Em.Mkt_total","Dev.I_allocation","Dev.I_selection","Dev.I_interaction","Dev.I_total","allocation_total","selection_total","interaction_total","total"
"Aug-13",0.000849911648174547,1.11138975,-0.00594812460030748,1.10629153704787,-7.01961434571294e-05,0.51952138,0.00570967244415184,0.525160856300695,0.000263167412718987,0.31225374,0.000497455596577214,0.313014363009296,0.00104288291743641,1.94316487,0.000259003440421577,1.94446675635786
"Sep-13",-0.00915875066121542,-1.424009,-0.0131023894015219,-1.44627014006274,-0.00242172349355152,-1.71519602,0.012820910153918,-1.70479683333963,-0.00695043794688953,-2.9937741,0.0309910505208501,-2.96973348742604,-0.0185309121016565,-6.13297912,0.0307095712732462,-6.12080046082841
"Oct-13",-0.000768173271840003,-2.07572355,0.00747230587580883,-2.06901941739603,0.0001503686823456,-0.87627518,-0.0055109296580272,-0.881635740975682,-0.000428816269456027,-1.23284493,-0.00222783297817214,-1.23550157924763,-0.00104662085895043,-4.18484366,-0.000266456760390515,-4.18615673761934
"Nov-13",-0.00536518922158041,-1.2622228,0.00919002710447835,-1.2583979621171,-0.00511129276999236,-0.19281612,-0.0025178786981334,-0.200445291468126,-0.00118466742643848,-0.19029876,-0.000652550940599222,-0.192135978367038,-0.0116611494180113,-1.64533768,0.00601959746574573,-1.65097923195227
"Dec-13",-0.0027382911073373,-1.0893202,0.00973440931492485,-1.08232408179241,-0.0123927391639237,0.67952586,0.019470919941794,0.68660404077787,-0.000530617490641635,-0.66456708,0.00279699891317358,-0.662300698577468,-0.0156616477619026,-1.07436142,0.0320023281698925,-1.05802073959201
"Jan-14",-0.0170373092888661,1.08168435,-0.0211833580080394,1.04346368270309,-0.0279702418619007,1.76098632,0.0647915558399747,1.79780763397807,-0.000890295670805304,2.2303749,0.018090474164321,2.24757507849352,-0.0458978468215721,5.07304557,0.0616986719962564,5.08884639517468
"Feb-14",-8.25189464517632e-05,-1.97531825,-0.00193082223110035,-1.97733159117755,-0.00173639174858386,-0.48150762,-0.00281864208334169,-0.486062653831926,-0.00210782299095856,-2.27175609,0.0125665595752486,-2.26129735341571,-0.00392673368599419,-4.72858196,0.00781709526080654,-4.72469159842519
"Mar-14",0.000678287631075117,-0.2601933,0.00126942170508119,-0.258245590663844,-0.00757986430202534,-0.96820716,0.0127463407586124,-0.963040683543413,-0.00738425582814628,1.02839694,0.0173879949139383,1.03840067908579,-0.0142858324990965,-0.20000352,0.0314037573776319,-0.182885595121465
"Apr-14",0.000520273735440023,0.1592922,-0.000271324634350802,0.159541149101089,3.25866019539201e-05,-0.60446414,-0.0012453260881901,-0.605676879486236,0.000424418277813825,-0.39689997,-0.000581607955038707,-0.397057159677225,0.000977278615207769,-0.84207191,-0.00209825867757961,-0.843192890062372
"May-14",-0.0001417578181723,-1.09223685,0.00597392610133769,-1.08640468171683,-0.000368270773781013,-0.6611616,0.00159771353544006,-0.659932157238341,-0.00191274091336579,-0.02206332,-0.000236667791354399,-0.0242127287047202,-0.0024227695053191,-1.77546177,0.00733497184542335,-1.7705495676599
"Jun-14",-0.00161290388763399,-0.68865745,0.00553699734477107,-0.684733356542863,0.00130853906551499,0.01228296,0.000164871101339998,0.013756370166855,-0.00132708423636583,0.39672309,0.00176619665016673,0.397162202413801,-0.00163144905848483,-0.2796514,0.0074680650962778,-0.273814783962207
"Jul-14",0.00135250070207112,0.6895327,-0.00569606138872119,0.68518913931335,0.00838272746864892,0.42418086,0.00656435363451385,0.439127941103163,-0.00130433130584578,0.55899303,0.00192909239977043,0.559617791093925,0.00843089686487426,1.67270659,0.00279738464556309,1.68393487151044
"Aug-14",-0.00299333040129999,-1.8201532,0.00770078424530072,-1.815445746156,-0.000121977793498773,-0.83141874,0.00290197149881498,-0.828638746294684,-0.0069629294512358,-0.19149807,-0.0017959320948231,-0.200256931546059,-0.0100782376460346,-2.84307001,0.0088068236492926,-2.84434142399674
"Sep-14",-0.0131641494318016,0.84468735,-0.0115224240650922,0.820000776503106,-0.0353572642354629,1.74321782,0.0723241810961087,1.78018473686065,0.000555589195421015,0.62975661,-0.00310103280464113,0.62721116639078,-0.0479658244718435,3.21766178,0.0577007242263754,3.22739667975453
"Oct-14",-0.00281417220124738,-1.40734285,0.00621169609510165,-1.40394532610615,-0.000359082037427556,-0.26262938,-0.00178391925567828,-0.264772381293106,-0.0016535628467029,-0.53706231,-0.00151877819873372,-0.540234651045437,-0.00482681708537784,-2.20703454,0.00290899864068966,-2.20895235844469
"Nov-14",-0.00676795930145999,-1.1431931,0.00984606152227319,-1.14011499777919,-0.00848858751340467,0.28666408,0.00480065298208918,0.282976145468685,-0.000889817265256233,0.38933769,0.00124206899201495,0.389689941726759,-0.0161463640801209,-0.46719133,0.0158887834963773,-0.467448910583744
"Dec-14",-0.0159010335061121,0.3177,-0.005202664731,0.296596301762888,-0.0113443649939818,1.08096284,0.0318611527068035,1.10147962771282,-0.00447994921690947,2.00859639,0.0153527466788929,2.01946918746198,-0.0317253477170034,3.40725923,0.0420112346546964,3.41754511693769
"Jan-15",-0.00122345210373202,1.38237135,0.00223551288762323,1.38338341078389,-0.000884973305952793,-0.18140104,0.00110560577960762,-0.181180407526345,0.000836285382354211,-0.26935374,-0.000368461550787187,-0.268885916168433,-0.00127214002733061,0.93161657,0.00297265711644366,0.933317087089113
"Feb-15",7.68307556458154e-05,-2.46417105,-0.00337960566673269,-2.46747382491109,-0.000108419242419998,-1.20890138,-0.000516049776587492,-1.20952584901901,-0.000508849289697528,-1.84627233,0.00474568301399647,-1.8420354962757,-0.000540437776471711,-5.51934476,0.00085002757067629,-5.51903517020579
"Mar-15",-0.000209539762135761,0.43877685,-0.00224078598505021,0.436326524252814,-7.33820342623186e-05,-0.05841188,-0.000173803964821197,-0.0586590659990835,-0.00010685146190992,0.46061721,0.0030068293065636,0.463517187844654,-0.000389773258308,0.84098218,0.000592239356692188,0.841184646098384
"Apr-15",0.000652400941956101,-0.33674455,0.000207751856166084,-0.335884397201878,0.00471340292803377,-0.79308068,-0.00462789541523117,-0.792995172487197,-0.000714756974397464,-1.06410729,0.00304546442290716,-1.06177658255149,0.00465104689559241,-2.19393252,-0.00137467913615793,-2.19065615224057
"May-15",-0.00916685066486675,-0.5594764,0.00696640879187122,-0.561676841872996,-0.0325798177205484,1.15263386,0.0463341695107178,1.16638821179017,-0.000449102995027978,0.18452337,-0.0011156738107846,0.182958593194187,-0.0421957713804431,0.77768083,0.0521849044918044,0.787669963111361
"Jun-15",-0.00279290112437368,0.94231,-0.00879071010514003,0.930726388770486,-0.00138951760304231,0.29959678,0.00427993174423918,0.302487194141197,-0.00121762133591793,1.1262432,0.00678493577993611,1.13181051444402,-0.00540004006333392,2.36814998,0.00227415741903526,2.3650240973557
"Jul-15",-0.00991441400704625,-0.7751323,0.010128816541883,-0.774917897465163,-0.0566388512881007,1.32855134,0.0576830088663364,1.32959549757824,-0.00391138897990848,-0.65640402,0.00470420692986598,-0.655611202050042,-0.0704646542750554,-0.10298498,0.0725160323380854,-0.10093360193697
"Aug-15",-0.00749219800098159,2.6306771,-0.0391891599292206,2.5839957420698,-0.0107553137920551,1.82167694,0.0528810135804097,1.86380263978835,-0.000725151773471153,2.21175969,0.0121111684555668,2.2231457066821,-0.0189726635665078,6.66411373,0.0258030221067559,6.67094408854025
"Sep-15",-0.00141984474519168,1.58590415,-0.00846636833562483,1.57601793691918,0.000124851368506259,0.28772496,0.000748454622573595,0.28859826599108,-0.00224898855602217,0.91956414,0.00658713832577244,0.92390228976975,-0.0035439819327076,2.79319325,-0.00113077538727879,2.78851849268001
"Oct-15",0.00293471963068097,-3.5054218,-0.0228558479058958,-3.52534292827521,0.000277599825969547,-1.275498436,0.00169921263894707,-1.27352162353508,0.00241209701074109,-3.4569474,0.0344960945298556,-3.4200392084594,0.00562441646739161,-8.237867636,0.0133394592629069,-8.2189037602697
"Nov-15",-0.00691724697998023,-0.0646132,0.0008547181414096,-0.0706757288385706,-0.0120912216015983,0.97413028,0.0279324113454274,0.989971469743829,-0.000296724452057915,0.27347727,0.000801537265415713,0.273982082813358,-0.0193051930336365,1.18299435,0.0295886667522527,1.19327782371862
"Dec-15",-0.00129825290307294,1.02052855,-0.00662651435037392,1.01260378274655,-0.00247472568291623,0.31858288,0.00304952470770639,0.31915767902479,0.000260192028080283,1.08955665,0.00483827799627906,1.09465512002436,-0.00351278655790889,2.42866808,0.00126128835361153,2.4264165817957
"Jan-16",6.73291972279684e-06,2.17991225,-0.01808123855938,2.16183774436034,0.00105115844088448,0.91442306,0.0164198193884288,0.931894037829313,-0.000106977507521686,1.47240567,0.00272858365934175,1.47502727615182,0.00095091385308559,4.56674098,0.00106716448839054,4.56875905834148
"Feb-16",-0.00784233186352162,-0.3856183,0.00503795501207279,-0.388422676851449,0.0010367031359826,0.37414506,0.006266218879386,0.381447982015369,-0.00702496062140254,1.3114701,0.013913333832096,1.31835847321069,-0.0138305893489416,1.29999686,0.0252175077235547,1.31138377837461
"Mar-16",-0.00211020829697072,-2.9383117,-0.0121050391065945,-2.95252694740357,-0.0269156221743631,-2.40468078,0.0666950117502861,-2.36490139042408,-0.00532639459976928,-1.7323908,-0.0201375243207322,-1.7578547189205,-0.0343522250711031,-7.07538328,0.0344524483229594,-7.07528305674814
"Apr-16",0.000341105512366575,-0.22461845,0.000459008251811907,-0.223818336235822,-0.000683377255106575,-0.56619772,-0.00256582971475814,-0.569446926969865,0.000122231831601658,-1.01319282,-0.000389788787091721,-1.01346037695549,-0.000220039911138341,-1.80400899,-0.00249661025003796,-1.80672564016118
"May-16",-0.0104172938085318,-0.50106605,0.0064472399143883,-0.505036103894143,-0.0240053360774448,0.83431756,0.0264666513118634,0.836778875234419,-1.56917663773991e-05,-0.20144664,-5.97759329759968e-05,-0.201522107699353,-0.034438321652354,0.13180487,0.0328541152932757,0.130220663640922
"Jun-16",0.000135839708840001,-0.31937835,0.00151947443796001,-0.3177230358532,-0.0149813588201131,-0.89858322,0.0158592165585148,-0.897705362261598,-0.0161559913035485,1.46604771,0.0288744302753139,1.47876614897177,-0.0310015104148216,0.24808614,0.0462531212717887,0.263337750856967
"Jul-16",1.62189097177772e-05,-1.84772945,0.000243859637352058,-1.84746937145293,9.76393637984789e-05,-0.74713766,-0.000334624279472428,-0.747374644915674,7.47792762010871e-06,-1.34838933,0.00010601036912444,-1.34827584170326,0.000121336201136365,-3.94325644,1.52457270040697e-05,-3.94311985807186
"Aug-16",0.000624218941168624,0.11467985,-0.000703491383760905,0.114600577557408,0.00104508248912311,-0.0898963,-0.00113659398045699,-0.0899878114913339,3.4283595082061e-05,0.1913748,0.00034352988640401,0.191752613481486,0.0017035850253738,0.21615835,-0.00149655547781389,0.21636537954756
"Sep-16",-0.000944119004943226,-0.17439595,-0.000411799761567403,-0.175751868766511,-0.00366045673695188,-1.13882588,0.0138153529861031,-1.12867098375085,0.000407282261590966,-0.25563969,-0.00106141514074769,-0.256293822879157,-0.00419729348030414,-1.56886152,0.012342138083788,-1.56071667539652
"Oct-16",0.000494036578255964,1.1776631,-0.00604708097316345,1.17211005560509,0.00296423149401075,0.44630244,0.00645312714717958,0.45571979864119,0.000117647675102869,0.38203305,-0.00041311907927846,0.381737578595824,0.00357591574736958,2.00599859,-7.07290526233154e-06,2.00956743284211
"Nov-16",-0.0280884708383367,-1.5142885,0.020952649687755,-1.52142432115058,-0.0282834286727148,1.09661812,0.0274935157608721,1.09582820708816,-0.00572418631650325,0.33725157,0.00214051098300823,0.333667894666505,-0.0620960858275548,-0.0804188099999999,0.0505866764316353,-0.0919282193959194
"Dec-16",-0.00019905327312337,-0.80623895,0.0013795893293809,-0.805058413943743,-0.00398871229786465,-0.10173832,-0.00101045990732399,-0.106737492205189,-0.00107531995270204,-0.63736083,0.00240246578806591,-0.636033684164636,-0.00526308552369006,-1.5453381,0.00277159521012282,-1.54782959031357
"Jan-17",-0.00452048966965677,-1.0373155,-0.00662745022211996,-1.04846343989178,-0.0145197814654139,-1.80344256,0.0381322509878114,-1.7798300904776,7.18278574253407e-05,-1.1964432,-0.00412497323249604,-1.20049634537507,-0.0189684432776453,-4.03720126,0.0273798275331954,-4.02878987574445
"Feb-17",-0.00137829922863577,-1.33452855,0.00324617397144754,-1.33266067525719,8.70388011321902e-05,-0.44994198,0.0002437853138937,-0.449611155884974,-0.00179255038096759,-0.50214666,-0.00221712312643138,-0.506156333507399,-0.00308381080847117,-2.28661719,0.00127283615890986,-2.28842816464956
"Mar-17",-0.00275888343510143,-0.26869935,-0.000883470565231195,-0.272341704000333,0.00172431638901019,-0.84955884,-0.0037556617551647,-0.851590185366154,-0.00378405148745115,-1.37606901,0.0115962252852038,-1.36825683620225,-0.00481861853354238,-2.4943272,0.00695709296480796,-2.49218872556873
"Apr-17",0.000563743814180195,-0.2177335,0.000428011369492996,-0.216741744816327,0.000275513932579199,-0.40687188,-0.00401372599669918,-0.41061009206412,-0.000854291759062576,-1.01845503,0.0033612037406588,-1.0159481180184,-1.50340123031814e-05,-1.64306041,-0.000224510886547382,-1.64329995489885
"May-17",-0.000448151349234675,-0.3566024,-0.000267642225681609,-0.357318193574916,0.000175300189283949,-0.87161048,-0.00098414846712514,-0.872419328277841,-0.000885316380265757,-1.09127148,0.00218650791304389,-1.08997028846722,-0.00115816754021648,-2.31948436,0.000934717220237146,-2.31970781031998
"Jun-17",-0.000280310780669036,-0.2704047,0.000621047668249791,-0.270063963112419,-0.00014452013636868,-0.1989003,0.0010703312448735,-0.197974488891495,-0.00110417992745135,-0.17910888,-0.00132816219766319,-0.181541222125115,-0.00152901084448907,-0.64841388,0.000363216715460102,-0.649579674129029
"Jul-17",-0.00132654734564378,-0.8987848,-0.00243463365894881,-0.902545981004593,0.00298481117824887,-0.81410676,-0.00421721548548296,-0.815339164307234,0.000689101745525878,-1.33522152,0.0106392141994192,-1.32389320405505,0.00234736557813097,-3.04811308,0.00398736505498741,-3.04177834936688
"Aug-17",0.00121141935718501,-0.2810504,0.00142987538764479,-0.27840910525517,0.0011574312583952,-0.1792569,-0.00054197785944299,-0.178641446601048,-0.00093532382813465,0.49691493,0.00321191234580723,0.499191518517673,0.00143352678744556,0.03660763,0.00409980987400903,0.0421409666614548
"Sep-17",-0.00387811058256677,-0.8513131,0.00828676003620517,-0.846904450546362,-0.00784428861117829,0.56034124,0.00980861090724034,0.562305562296062,0.000226406476937891,-0.66967938,-0.00304950336685382,-0.672502476889916,-0.0114959927168072,-0.96065124,0.0150458675765917,-0.957101365140215
"Oct-17",0.000519533807965438,-0.60084495,0.00584794218343677,-0.594477474008598,0.00182944599735293,-0.44824544,-0.00384101069290557,-0.450257004695553,-0.00168263138702682,0.61577334,0.00647102450734743,0.620561733120321,0.000666348418291548,-0.43331705,0.00847795599787863,-0.42417274558383
"Nov-17",-0.00623642138472217,-1.2218568,0.0108724630257216,-1.217220758359,-0.00435119635082215,0.04600114,0.000488505426138798,0.0421384490753167,-0.00225640330927676,0.04769202,0.000369656236791403,0.0458052729275146,-0.0128440210448211,-1.12816364,0.0117306246886518,-1.12927703635617
"Dec-17",0.000196464506903549,-0.16306565,0.0001028927944935,-0.162766292698603,-0.00114009369191517,-0.70601876,0.0019439414635026,-0.705214912228412,-0.00029655043280628,-0.14706615,-0.000424615270925999,-0.147787315703732,-0.0012401796178179,-1.01615056,0.0016222189870701,-1.01576852063075
"Jan-18",-5.91154758022857e-05,-2.21099425,-0.000590300088842057,-2.21164366556464,-0.000255089940502806,-1.03474604,0.000547794553576014,-1.03445333538693,2.39706351650543e-05,-1.10967948,0.000102138598270733,-1.10955337076656,-0.000290234781140038,-4.35541977,5.96330630046899e-05,-4.35565037171814
"Feb-18",-0.00487187074318243,1.5772882,-0.0215962868167752,1.55082004244004,-0.00481139422984517,0.99350458,0.017706034956321,1.00639922072648,-0.000939050979808605,2.30965494,0.0252650074346682,2.33398089645486,-0.0106223159528362,4.88044772,0.021374755574214,4.89120015962138
"Mar-18",0.00367437847420755,0.63165515,-0.00510168157014323,0.630227846904064,0.00268246728243393,0.1590391,0.00122695723426648,0.1629485245167,0.000891956878133636,0.77035563,0.00640777190900218,0.777655358787136,0.00724880263477511,1.56104988,0.00253304757312543,1.5708317302079
"Apr-18",-0.00148523093696385,-0.05833485,0.000396035879998499,-0.0594240450569653,-0.0164960693574533,0.5559631,0.0150821308391984,0.554549161481745,-0.00263576450115649,-0.81087063,0.0054898158030721,-0.808016578698084,-0.0206170647955736,-0.31324238,0.020967982522269,-0.312891462273304
"May-18",-0.0106159311781179,-1.26074485,0.0111719543278312,-1.26018882685029,-0.0102341608524436,0.44814098,0.00809637262574345,0.4460031917733,-0.00172066758684589,0.21957588,0.000598257906487224,0.218453470319641,-0.0225707596174073,-0.59302799,0.0198665848600619,-0.595732164757345
"Jun-18",-0.0113163236382456,0.08937085,-0.0012117661282642,0.0768427602334902,-0.0176813375414778,0.92653974,0.0237691586299419,0.932627561088464,-0.000798932267229618,0.99810963,0.00548524122591702,1.00279593895869,-0.029796593446953,2.01402022,0.0280426337275947,2.01226626028064
"Jul-18",-0.00124507317087558,-1.52568385,0.0105130663216074,-1.51641585684927,7.10311967471694e-05,-0.35797508,-0.00276181890933416,-0.360665867712587,-0.00120414858444638,-0.27199617,-0.0017247621668182,-0.274925080751265,-0.0023781905585748,-2.1556551,0.00602648524545506,-2.15200680531312
"Aug-18",-0.0219034945312086,-1.2782773,0.019006270559418,-1.28117452397179,-0.0203509599551737,0.87570866,0.023054024403829,0.878411724448655,-0.00506195710618935,1.25191836,0.00905179956810362,1.25590820246191,-0.0473164115925716,0.84934972,0.0511120945313506,0.853145402938779
"Sep-18",0.000137961632993471,-0.47925085,0.00306404142588832,-0.476048846941118,-0.00184876417164235,-0.07867968,-0.000823230212620797,-0.0813516743842632,0.000729702107589023,-0.43879104,-0.00161487681396481,-0.439676214706376,-0.000981100431059861,-0.99672157,0.000625934399302721,-0.997076736031757
"Oct-18",-0.00480540843890427,3.4043683,-0.0637212908901966,3.3358416006709,-0.00724257919773772,2.41264216,0.0982099044425589,2.50360948524482,-0.000319835417118798,2.50977834,0.0101853497779439,2.51964385436083,-0.0123678230537608,8.3267888,0.0446739633303063,8.35909494027655
"Nov-18",0.000150308749379251,-0.9532169,0.00455705356599902,-0.948509537684622,-0.0019352332893399,-0.86694678,0.0030990486460626,-0.865782964643277,-0.00527830083899087,0.47243058,0.00489011161112542,0.472042390772135,-0.00706322537895152,-1.3477331,0.012546213823187,-1.34225011155576
"Dec-18",0.00610040103824163,4.32416665,-0.0205352944541841,4.30973175658406,0.0113462935845429,0.91383636,0.0140661667719366,0.939248820356479,-0.00128467618356187,1.53634527,-0.00360532608165633,1.53145526773478,0.0161620184392227,6.77434828,-0.0100744537639039,6.78043584467532
"Jan-19",-1.61823333118586e-07,-3.17267125,-0.0258776328915825,-3.19854904471492,-0.00780370086385564,-2.04953056,0.0359426686689842,-2.02139159219487,0.000846623503148653,-2.21174394,0.00420823358727946,-2.20668908290957,-0.00695723918404011,-7.43394575,0.0142732693646812,-7.42662971981936
"Feb-19",-0.00697697494200978,-1.52386415,0.0153287628258309,-1.51551236211618,-0.0230626233494218,0.33087608,0.00996718530100957,0.317780641951588,-0.000238849439231159,-0.69429552,0.0023031032130336,-0.692231266226198,-0.0302784477306627,-1.88728359,0.0275990513398741,-1.88996298639079
"Mar-19",-0.0002752214822345,-0.78236275,0.00609540383250499,-0.77654256764973,0.0002023249199303,-0.03926594,-0.000695026378310599,-0.0397586414583803,-5.53919238946543e-05,-0.33739203,-0.000399709462581131,-0.337847131386476,-0.000128288486198854,-1.15902072,0.00500066799161326,-1.15414834049459
"Apr-19",0.000414896859902754,-1.30266725,-0.00198927189346088,-1.30424162503356,0.00272300323883338,-0.86099422,0.0131847187537504,-0.845086498007416,-0.000719437024322652,-0.56217792,-0.00430840977366401,-0.567205766797987,0.00241846307441349,-2.72583939,0.00688703708662548,-2.71653388983896
"May-19",0.00148120826538301,3.21620835,-0.0188276193567331,3.19886193890865,-0.0022017320454645,1.092029,0.013785168019905,1.10361243597444,0.000573201079756491,1.17503487,0.00157572567745288,1.17718379675721,-0.000147322700324996,5.48327222,-0.00346672565937526,5.4796581716403
"Jun-19",0.000213493429131589,-3.15263905,-0.00174304999379804,-3.15416860656467,0.000550347096034461,-1.45023368,0.00671125365210441,-1.44297207925186,-0.000578171619764293,-1.72165239,-0.00372507041014748,-1.72595563202991,0.000185668905401757,-6.32452512,0.00124313324815889,-6.32309631784644
"Jul-19",-0.00801824913644943,-0.18724075,0.00176109736790301,-0.193497901768546,-0.0116370151740643,0.56566546,0.0154477156222305,0.569476160448166,0.00107877222446679,0.39037344,-0.000987674731830361,0.390464537492636,-0.018576492086047,0.76879815,0.0162211382583031,0.766442796172256
"Aug-19",-0.00045867176143582,0.66604055,-0.0035480339760397,0.662033844262524,-0.00255941494887103,0.36520516,0.00363023241771578,0.366275977468845,0.000385870673173521,0.52664829,0.00118579251229256,0.528219953185466,-0.00263221603713333,1.557894,0.00126799095396865,1.55652977491684
"Sep-19",-5.15675928868217e-07,-0.76628025,-6.10112335047892e-06,-0.766286866799279,-0.00200138659662286,-0.30419432,-0.00403870281223036,-0.310234409408853,-0.00191038169399535,-1.28166477,0.0113612148204832,-1.27221393687351,-0.00391228396654708,-2.35213934,0.00731641088490239,-2.34873521308164
"Oct-19",-0.00035931367386555,-0.9207194,-0.000760243532896485,-0.921838957206762,-0.00171052061399598,-1.01656628,0.00645315766260865,-1.01182364295139,0.000473211474720346,-0.45942699,-0.00131203925515849,-0.460265817780438,-0.00159662281314119,-2.39671267,0.00438087487455368,-2.39392841793859
"Nov-19",-0.00291466318052328,-1.6000983,0.00603798693603306,-1.59697497624449,-0.0078215518661206,0.28145268,0.00483287603702577,0.278464004170905,0.00163463920382989,-0.50931372,0.00262717938017678,-0.505051901415993,-0.00910157584281399,-1.82795934,0.0134980423532356,-1.82356287348958
"Dec-19",-0.00504073411563356,-1.41056935,-0.0174006396235262,-1.43301072373916,-0.0135418904174713,-2.01120508,0.037225716618533,-1.98752125379894,0.00265525575306636,-2.24439951,0.0184498318066769,-2.22329442244026,-0.0159273687800385,-5.66617394,0.0382749088016837,-5.64382639997836
"Jan-20",-0.0107335625384063,0.50393055,-0.00727501757374142,0.485921969887852,-0.0170345108414439,1.13670678,0.0277879055262104,1.14746017468477,-0.000362377698374391,1.12122162,0.00870471243162664,1.12956395473325,-0.0281304510782246,2.76185895,0.0292176003840956,2.76294609930587
"Feb-20",0.00845204679031625,3.9382939,-0.0471673392163888,3.89957860757393,0.0121913991643014,0.82618024,0.0132352711250604,0.851606910289362,-0.000513292693904116,3.21775719,0.029864315530252,3.24710821283635,0.0201301532607135,7.98223133,-0.00406775256107641,7.99829373069964
"Mar-20",-0.00298130374326097,6.17104385,-0.126061688820994,6.04200085743575,-0.0118471889709144,3.31340754,0.152165292341789,3.45372564337088,0.000384319826037833,4.2784953,0.0146773210800465,4.29355694090608,-0.0144441728881376,13.76294669,0.0407809246008418,13.7892834417127
