"","DRH","DLR","DHC","DEI","DRE","DX","DEA","EGP","EFC","EARN","ESRT","EPR","EQIX","EQC","ELS","EQR","EPRT","ESS","XAN","EXR","FPI","FRT","FR","FCPT","FSP","GLPI","GEO","GTY","GOOD","LAND","GMRE","GNL","SELF","GPMT","AJX","HASI","HR","HTA","PEAK","HT","HIW","HMG","HST","HPP","tracking_error_current","tracking_error_future","er_current","er_future"
"1",0,0.11869803451313,0,0,0.124711949588258,0,0,0,0,0,0,0,0.396604360086092,0,0,0.0389339944491089,0.0693790244001847,0.0462863626741971,0,0.0710660282298018,0.0303778861237372,0,0,0.00555117466830642,0,0,0,0,0,0,0,0,0,0,0,0.0806525927940628,0,0,0,0,0.00676305500456,0,0,0.0109755374685614,0.00593806533911433,0.0333005670655996,0.002,0.00384411806479071
"2",0.0103399439849463,0.0679032708225856,0,0,0.13051966524051,0,0,0,0,0,0,0,0.35819851210527,0,0,0.0221620470576506,0.0823546267366937,0.0307412480153432,0,0.0520410723891989,0.0396197975329007,0,0,0.0228422195411406,0,0,0,0,0,0,0,0,0,0,0,0.103709104972869,0,0,0.0405311235103356,0,0.0226935667790731,0,0,0.0163438013114829,0.0086752979092603,0.0274067244741066,0.002,0.00384411806479071
"3",0.0202165688936951,0.0182316565723375,0,0,0.128671257734535,0,0,0,0,0,0,0,0.32277441745814,0,0,0,0.093491926664329,0.0156735683612043,0,0.0319260789047684,0.0483378263314381,0,0,0.0363494377386657,0,0,0,0,0,0,0.00767825965540809,0,0,0,0,0.125823273483905,0,0,0.0886856686432963,0,0.0370125528689098,0,0,0.0251275066893677,0.013987424684106,0.0216849530626648,0.002,0.00384411806479071
"4",0.0318967762098594,0,0,0,0.104810470498315,0,0,0,0,0.00297829466472261,0,0,0.227187762355092,0,0,0,0.122323891127254,0,0,0.00263988807139655,0.0518199891138572,0,0,0.0454164045899157,0,0.0148170508285818,0,0,0,0,0.0215888017178608,0,0,0,0,0.178760480314023,0,0,0.12898459231149,0,0.0261411215721899,0,0,0.0406344766254426,0.022646347538147,0.0144702087502122,0.002,0.0038441180647907
"5",0.0186793753749077,0,0,0,0.0728907211149693,0,0,0,0,0.0187713524003217,0,0,0.0512427623410887,0,0,0,0.0716691229485105,0,0,0.000679719573653193,0.0428818472365419,0.0484489646612801,0,0.0302553001553444,0,0.0987036628202453,0,0,0,0,0.0342957011456135,0,0,0,0,0.134831579025916,0,0,0.207547238764492,0,0.0492256510548009,0,0.0585672803200072,0.0613097210623073,0.0315729395441894,0.00488028836765073,0.000155881935209294,0.002
